"","V1","V2"
"1692",96,NA
"1693",96,NA
"1694",98,NA
"1695",96,NA
"1696",98,NA
"1697",97,NA
"1698",92,NA
"1699",103,NA
"1700",97,NA
"1701",95,NA
"1702",102,NA
"1703",92,NA
"1704",77,91
"1705",84,99
"1706",99,NA
"1707",102,NA
"1708",102,NA
"1709",97,NA
"1710",92,NA
"1711",99,NA
"1712",95,NA
"1713",12,28
"1714",97,NA
"1715",97,NA
"1716",97,NA
"1717",92,NA
"1718",92,NA
"1719",103,NA
"1720",92,NA
"1721",96,NA
"1722",97,NA
"1723",95,NA
"1724",92,NA
"1725",103,NA
"1726",92,NA
"1727",98,NA
"1728",102,NA
"1729",98,NA
"1730",95,NA
"1731",96,NA
"1732",92,NA
"1733",99,NA
"1734",98,NA
"1735",98,NA
"1736",92,NA
"1737",69,79
"1738",92,NA
"1739",103,NA
"1740",95,NA
"1741",95,NA
"1742",100,NA
"1743",96,NA
"1744",96,NA
"1745",103,NA
"1746",92,NA
"1747",95,NA
"1748",99,NA
"1749",102,NA
"1750",99,NA
"1751",92,NA
"1752",96,NA
"1753",97,NA
"1754",98,NA
"1755",96,NA
"1756",96,NA
"1757",93,NA
"1758",95,NA
"1759",102,NA
"1760",102,NA
"1761",92,NA
"1762",95,NA
"1763",97,NA
"1764",88,NA
"1765",99,NA
"1766",95,NA
"1767",91,NA
"1768",97,NA
"1769",99,NA
"1770",98,NA
"1771",103,NA
"1772",57,60
"1773",99,NA
"1774",97,NA
"1775",96,NA
"1776",98,NA
"1777",97,NA
"1778",19,32
"1779",102,NA
"1780",10,14
"1781",97,NA
"1782",96,NA
"1783",92,NA
"1784",102,NA
"1785",96,NA
"1786",98,NA
"1787",96,NA
"1788",98,NA
"1789",99,NA
"1790",103,NA
"1791",95,NA
"1792",92,NA
"1793",95,NA
"1794",95,NA
"1795",92,NA
"1796",103,NA
"1797",95,NA
"1798",98,NA
"1799",92,NA
"1800",95,NA
"1801",96,NA
"1802",97,NA
"1803",97,NA
"1804",21,29
"1805",96,NA
"1806",89,99
"1807",96,NA
"1808",96,NA
"1809",98,NA
"1810",95,NA
"1811",92,NA
"1812",97,NA
"1813",92,NA
"1814",97,NA
"1815",14,18
"1816",95,NA
"1817",95,NA
"1818",77,91
"1819",99,NA
"1820",84,NA
"1821",97,NA
"1822",99,NA
"1823",96,NA
"1824",97,NA
"1825",50,61
"1826",99,NA
"1827",99,NA
"1828",95,NA
"1829",22,27
"1830",95,NA
"1831",95,NA
"1832",95,NA
"1833",98,NA
"1834",95,NA
"1835",99,NA
"1836",98,NA
"1837",99,NA
"1838",64,81
"1839",14,18
"1840",84,92
"1841",98,NA
"1842",97,NA
"1843",13,18
"1844",99,NA
"1845",98,NA
"1846",96,NA
"1847",95,NA
"1848",95,NA
"1849",96,NA
"1850",95,NA
"1851",96,NA
"1852",95,NA
"1853",95,NA
"1854",99,NA
"1855",92,NA
"1856",97,NA
"1857",95,NA
"1858",95,NA
"1859",NA,20
"1860",95,NA
"1861",103,NA
"1862",99,NA
"1863",97,NA
"1864",99,NA
"1865",97,NA
"1866",2,14
"1867",92,NA
"1868",99,NA
"1869",18,32
"1870",102,NA
"1871",97,NA
"1872",97,NA
"1873",10,11
"1874",99,NA
"1875",95,NA
"1876",96,NA
"1877",92,NA
"1878",96,NA
"1879",93,NA
"1880",97,NA
"1881",98,NA
"1882",99,NA
"1883",102,NA
"1884",86,NA
"1885",97,NA
"1886",98,NA
"1887",91,96
"1888",102,NA
"1889",99,NA
"1890",33,41
"1891",2,13
"1892",102,NA
"1893",96,NA
"1894",96,NA
"1895",19,26
"1896",93,NA
"1897",95,NA
"1898",96,NA
"1899",99,NA
"1900",34,48
"1901",102,NA
"1902",95,NA
"1903",102,NA
"1904",92,NA
"1905",11,20
"1906",97,NA
"1907",97,NA
"1908",97,NA
"1909",97,NA
"1910",98,NA
"1911",97,NA
"1912",96,NA
"1913",103,NA
"1914",92,NA
"1915",92,NA
"1916",98,NA
"1917",92,NA
"1918",103,NA
"1919",10,11
"1920",77,88
"1921",93,NA
"1922",103,NA
"1923",95,NA
"1924",99,NA
"1925",98,NA
"1926",92,NA
"1927",98,NA
"1928",98,NA
"1929",36,46
"1930",97,NA
"1931",95,NA
"1932",96,NA
"1933",92,NA
"1934",98,NA
"1935",99,NA
"1936",96,NA
"1937",96,NA
"1938",103,NA
"1939",97,102
"1940",NA,2
"1941",97,NA
"1942",102,NA
"1943",97,NA
"1944",92,NA
"1945",103,NA
"1946",78,95
"1947",102,NA
"1948",84,NA
"1949",100,NA
"1950",21,32
"1951",100,NA
"1952",28,33
"1953",7,14
"1954",97,NA
"1955",96,NA
"1956",95,NA
"1957",96,NA
"1958",99,NA
"1959",96,NA
"1960",11,26
"1961",96,NA
"1962",93,NA
"1963",97,NA
"1964",102,NA
"1965",97,NA
"1966",96,NA
"1967",99,NA
"1968",99,NA
"1969",98,NA
"1970",18,29
"1971",103,NA
"1972",93,NA
"1973",20,29
"1974",98,NA
"1975",NA,4
"1976",98,NA
"1977",96,NA
"1978",92,NA
"1979",103,NA
"1980",103,NA
"1981",100,NA
"1982",97,NA
"1983",98,NA
"1984",99,NA
"1985",102,NA
"1986",103,NA
"1987",103,NA
"1988",95,NA
"1989",11,30
"1990",NA,3
"1991",99,NA
"1992",96,NA
"1993",95,NA
"1994",95,NA
"1995",95,NA
"1996",11,18
"1997",99,NA
"1998",99,NA
"1999",102,NA
"2000",103,NA
"2001",NA,11
"2002",61,69
"2003",99,NA
"2004",97,NA
"2005",102,NA
"2006",6,12
"2007",95,NA
"2008",95,NA
"2009",95,NA
"2010",95,NA
"2011",99,NA
"2012",18,26
"2013",98,NA
"2014",102,NA
"2015",98,NA
"2016",95,NA
"2017",98,NA
"2018",96,NA
"2019",95,NA
"2020",96,NA
"2021",95,NA
"2022",98,NA
"2023",97,NA
"2024",102,NA
"2025",98,NA
"2026",97,NA
"2027",102,NA
"2028",97,NA
"2029",95,NA
"2030",97,NA
"2031",97,NA
"2032",70,81
"2033",74,81
"2034",97,NA
"2035",98,NA
"2036",97,NA
"2037",95,NA
"2038",97,NA
"2039",98,NA
"2040",19,26
"2041",95,NA
"2042",99,NA
"2043",92,NA
"2044",98,NA
"2045",7,15
"2046",97,NA
"2047",93,NA
"2048",20,32
"2049",92,NA
"2050",92,NA
"2051",97,NA
"2052",96,NA
"2053",98,NA
"2054",98,NA
"2055",95,NA
"2056",95,NA
"2057",96,NA
"2058",92,NA
"2059",96,NA
"2060",96,NA
"2061",98,NA
"2062",76,91
"2063",98,NA
"2064",95,NA
"2065",89,98
"2066",96,NA
"2067",103,NA
"2068",92,NA
"2069",92,NA
"2070",13,18
"2071",102,NA
"2072",68,82
"2073",95,NA
"2074",97,NA
"2075",98,NA
"2076",98,NA
"2077",92,NA
"2078",92,NA
"2079",77,91
"2080",96,NA
"2081",7,11
"2082",99,NA
"2083",97,NA
"2084",99,NA
"2085",99,NA
"2086",96,NA
"2087",103,NA
"2088",103,NA
"2089",96,NA
"2090",98,NA
"2091",96,NA
"2092",97,NA
"2093",96,NA
"2094",98,NA
"2095",95,NA
"2096",97,NA
"2097",92,NA
"2098",9,12
"2099",95,NA
"2100",12,21
"2101",96,NA
"2102",79,89
"2103",103,NA
"2104",97,NA
"2105",97,NA
"2106",95,NA
"2107",99,NA
"2108",9,11
"2109",98,NA
"2110",98,NA
"2111",102,NA
"2112",100,NA
"2113",98,NA
"2114",92,NA
"2115",96,NA
"2116",11,18
"2117",4,14
"2118",98,NA
"2119",95,NA
"2120",97,NA
"2121",98,NA
"2122",102,NA
"2123",98,NA
"2124",99,NA
"2125",103,NA
"2126",19,28
"2127",95,NA
"2128",95,NA
"2129",99,NA
"2130",99,NA
"2131",98,NA
"2132",97,NA
"2133",14,21
"2134",95,NA
"2135",97,NA
"2136",92,NA
"2137",97,NA
"2138",92,NA
"2139",92,NA
"2140",97,NA
"2141",97,NA
"2142",103,NA
"2143",91,92
"2144",100,NA
"2145",103,NA
"2146",97,NA
"2147",96,NA
"2148",97,NA
"2149",93,NA
"2150",92,NA
"2151",99,NA
"2152",100,NA
"2153",103,NA
"2154",98,NA
"2155",95,NA
"2156",97,NA
"2157",102,NA
"2158",102,NA
"2159",93,NA
"2160",98,NA
"2161",97,NA
"2162",92,NA
"2163",11,22
"2164",98,NA
"2165",96,NA
"2166",103,NA
"2167",95,NA
"2168",91,NA
"2169",48,49
"2170",103,NA
"2171",102,NA
"2172",97,NA
"2173",102,NA
"2174",99,NA
"2175",102,NA
"2176",98,NA
"2177",92,NA
"2178",95,NA
"2179",100,NA
"2180",98,NA
"2181",97,NA
"2182",97,NA
"2183",103,NA
"2184",98,NA
"2185",96,NA
"2186",83,88
"2187",102,NA
"2188",103,NA
"2189",32,41
"2190",97,NA
"2191",12,18
"2192",NA,13
"2193",92,NA
"2194",92,NA
"2195",96,NA
"2196",92,NA
"2197",96,NA
"2198",102,NA
"2199",96,NA
"2200",95,NA
"2201",98,NA
"2202",98,NA
"2203",95,NA
"2204",95,NA
"2205",103,NA
"2206",99,NA
"2207",97,NA
"2208",102,NA
"2209",102,NA
"2210",95,NA
"2211",95,NA
"2212",103,NA
"2213",97,NA
"2214",98,NA
"2215",92,NA
"2216",12,18
"2217",98,NA
"2218",27,34
"2219",95,NA
"2220",97,NA
"2221",97,NA
"2222",78,95
"2223",3,13
"2224",95,NA
"2225",98,NA
"2226",92,NA
"2227",96,NA
"2228",12,19
"2229",99,NA
"2230",84,97
"2231",97,NA
"2232",35,42
"2233",95,NA
"2234",99,NA
"2235",102,NA
"2236",103,NA
"2237",96,NA
"2238",97,NA
"2239",96,NA
"2240",NA,3
"2241",97,NA
"2242",97,NA
"2243",92,NA
"2244",96,NA
"2245",98,NA
"2246",99,NA
"2247",97,NA
"2248",95,NA
"2249",98,NA
"2250",95,NA
"2251",98,NA
"2252",98,NA
"2253",27,36
"2254",92,NA
"2255",92,NA
"2256",102,NA
"2257",32,40
"2258",97,NA
"2259",92,NA
"2260",97,NA
"2261",100,NA
"2262",95,NA
"2263",98,NA
"2264",97,NA
"2265",92,NA
"2266",9,15
"2267",92,NA
"2268",93,NA
"2269",99,NA
"2270",95,NA
"2271",19,32
"2272",103,NA
"2273",97,NA
"2274",7,14
"2275",96,NA
"2276",95,NA
"2277",103,NA
"2278",99,NA
"2279",98,NA
"2280",97,NA
"2281",99,NA
"2282",102,NA
"2283",103,NA
"2284",102,NA
"2285",102,NA
"2286",102,NA
"2287",97,NA
"2288",12,18
"2289",99,NA
"2290",54,61
"2291",98,NA
"2292",98,NA
"2293",97,NA
"2294",97,NA
"2295",92,NA
"2296",98,NA
"2297",98,NA
"2298",95,NA
"2299",92,NA
"2300",95,NA
"2301",97,NA
"2302",98,NA
"2303",92,NA
"2304",96,NA
"2305",84,95
"2306",97,NA
"2307",102,NA
"2308",102,NA
"2309",98,NA
"2310",100,NA
"2311",96,NA
"2312",98,NA
"2313",96,NA
"2314",11,20
"2315",92,NA
"2316",78,84
"2317",97,NA
"2318",102,NA
"2319",99,NA
"2320",99,NA
"2321",95,NA
"2322",12,18
"2323",96,NA
"2324",98,NA
"2325",96,NA
"2326",92,NA
"2327",99,NA
"2328",98,NA
"2329",96,NA
"2330",57,64
"2331",102,NA
"2332",91,98
"2333",97,NA
"2334",92,NA
"2335",8,11
"2336",97,NA
"2337",92,NA
"2338",97,NA
"2339",92,NA
"2340",95,NA
"2341",96,NA
"2342",97,NA
"2343",103,NA
"2344",96,NA
"2345",92,NA
"2346",92,NA
"2347",99,NA
"2348",98,NA
"2349",96,NA
"2350",20,28
"2351",97,NA
"2352",95,NA
"2353",96,NA
"2354",97,NA
"2355",NA,4
"2356",95,NA
"2357",96,NA
"2358",97,NA
"2359",1,13
"2360",97,NA
"2361",95,NA
"2362",97,NA
"2363",NA,14
"2364",99,NA
"2365",97,NA
"2366",76,95
"2367",97,NA
"2368",96,NA
"2369",99,NA
"2370",99,NA
"2371",92,NA
"2372",98,NA
"2373",96,NA
"2374",93,NA
"2375",95,NA
"2376",102,NA
"2377",95,NA
"2378",95,NA
"2379",98,NA
"2380",95,NA
"2381",99,NA
"2382",99,NA
"2383",21,26
"2384",8,18
"2385",96,NA
"2386",95,NA
"2387",99,NA
"2388",97,NA
"2389",97,102
"2390",97,NA
"2391",99,NA
"2392",95,NA
"2393",97,NA
"2394",103,NA
"2395",81,89
"2396",99,NA
"2397",10,14
"2398",95,NA
"2399",92,NA
"2400",92,NA
"2401",95,NA
"2402",99,NA
"2403",97,NA
"2404",95,NA
"2405",95,NA
"2406",100,NA
"2407",18,29
"2408",103,NA
"2409",92,NA
"2410",92,NA
"2411",97,NA
"2412",97,NA
"2413",102,NA
"2414",95,NA
"2415",95,NA
"2416",97,NA
"2417",98,NA
"2418",96,NA
"2419",99,NA
"2420",97,NA
"2421",98,NA
"2422",96,NA
"2423",103,NA
"2424",97,NA
"2425",102,NA
"2426",98,NA
"2427",98,NA
"2428",4,14
"2429",96,NA
"2430",97,NA
"2431",95,NA
"2432",84,NA
"2433",99,NA
"2434",98,NA
"2435",77,85
"2436",92,NA
"2437",98,NA
"2438",95,NA
"2439",98,NA
"2440",97,NA
"2441",95,NA
"2442",96,NA
"2443",6,11
"2444",92,NA
"2445",96,NA
"2446",98,NA
"2447",91,96
"2448",97,NA
"2449",96,NA
"2450",97,NA
"2451",77,88
"2452",99,NA
"2453",11,18
"2454",11,18
"2455",81,89
"2456",92,NA
"2457",88,NA
"2458",99,NA
"2459",97,NA
"2460",78,89
"2461",102,NA
"2462",95,NA
"2463",12,18
"2464",97,NA
"2465",102,NA
"2466",97,NA
"2467",92,NA
"2468",82,91
"2469",95,NA
"2470",76,91
"2471",97,NA
"2472",95,NA
"2473",100,NA
"2474",95,NA
"2475",98,NA
"2476",99,NA
"2477",95,NA
"2478",92,NA
"2479",97,NA
"2480",103,NA
"2481",97,NA
"2482",97,NA
"2483",21,26
"2484",98,NA
"2485",92,NA
"2486",99,NA
"2487",92,NA
"2488",99,NA
"2489",97,NA
"2490",103,NA
"2491",99,NA
"2492",92,NA
"2493",95,NA
"2494",95,NA
"2495",95,NA
"2496",95,NA
"2497",98,NA
"2498",91,NA
"2499",3,27
"2500",96,NA
"2501",92,NA
"2502",92,NA
"2503",103,NA
"2504",97,NA
"2505",97,NA
"2506",96,NA
"2507",99,NA
"2508",95,NA
"2509",92,NA
"2510",98,NA
"2511",97,NA
"2512",102,NA
"2513",97,NA
"2514",93,NA
"2515",103,NA
"2516",97,NA
"2517",97,NA
"2518",98,NA
"2519",96,NA
"2520",97,NA
"2521",103,NA
"2522",13,18
"2523",92,NA
"2524",95,NA
"2525",98,NA
"2526",57,63
"2527",92,NA
"2528",96,NA
"2529",96,NA
"2530",27,34
"2531",102,NA
"2532",92,NA
"2533",103,NA
"2534",10,18
"2535",97,NA
"2536",99,NA
"2537",98,NA
"2538",99,NA
"2539",95,NA
"2540",98,NA
"2541",95,NA
"2542",98,NA
"2543",95,NA
"2544",98,NA
"2545",100,NA
"2546",103,NA
"2547",12,18
"2548",103,NA
"2549",92,NA
"2550",95,NA
"2551",99,NA
"2552",95,NA
"2553",92,NA
"2554",103,NA
"2555",102,NA
"2556",14,20
"2557",98,NA
"2558",92,NA
"2559",95,NA
"2560",92,NA
"2561",99,NA
"2562",92,NA
"2563",95,NA
"2564",95,NA
"2565",99,NA
"2566",97,NA
"2567",100,NA
"2568",95,NA
"2569",103,NA
"2570",12,19
"2571",97,NA
"2572",102,NA
"2573",95,102
"2574",NA,2
"2575",77,97
"2576",4,12
"2577",95,NA
"2578",99,NA
"2579",98,NA
"2580",103,NA
"2581",95,NA
"2582",99,NA
"2583",84,98
"2584",96,NA
"2585",102,NA
"2586",103,NA
"2587",95,NA
"2588",89,NA
"2589",95,NA
"2590",96,NA
"2591",92,NA
"2592",97,NA
"2593",96,NA
"2594",99,NA
"2595",96,NA
"2596",35,48
"2597",14,20
"2598",95,NA
"2599",92,NA
"2600",97,NA
"2601",1,18
"2602",92,NA
"2603",102,NA
"2604",95,NA
"2605",99,NA
"2606",99,NA
"2607",102,NA
"2608",99,NA
"2609",92,NA
"2610",98,NA
"2611",102,NA
"2612",95,NA
"2613",92,NA
"2614",98,NA
"2615",92,NA
"2616",98,NA
"2617",92,NA
"2618",95,NA
"2619",99,NA
"2620",102,NA
"2621",95,NA
"2622",97,NA
"2623",91,NA
"2624",98,NA
"2625",103,NA
"2626",98,NA
"2627",20,26
"2628",95,NA
"2629",99,NA
"2630",97,NA
"2631",95,NA
"2632",98,NA
"2633",99,NA
"2634",102,NA
"2635",102,NA
"2636",98,NA
"2637",92,NA
"2638",92,102
"2639",97,NA
"2640",96,NA
"2641",95,NA
"2642",98,NA
"2643",92,NA
"2644",92,NA
"2645",103,NA
"2646",97,NA
"2647",8,12
"2648",103,NA
"2649",6,13
"2650",92,NA
"2651",102,NA
"2652",102,NA
"2653",39,46
"2654",98,NA
"2655",35,47
"2656",88,95
"2657",98,NA
"2658",92,NA
"2659",103,NA
"2660",97,NA
"2661",74,88
"2662",92,NA
"2663",93,NA
"2664",103,NA
"2665",85,NA
"2666",96,NA
"2667",92,NA
"2668",95,NA
"2669",13,21
"2670",92,NA
"2671",98,NA
"2672",99,NA
"2673",98,NA
"2674",97,NA
"2675",100,NA
"2676",96,103
"2677",96,NA
"2678",102,NA
"2679",92,NA
"2680",96,NA
"2681",97,NA
"2682",98,NA
"2683",12,21
"2684",95,NA
"2685",100,NA
"2686",95,NA
"2687",93,NA
"2688",95,NA
"2689",NA,14
"2690",98,NA
"2691",8,22
"2692",96,NA
"2693",95,NA
"2694",97,NA
"2695",102,NA
"2696",12,19
"2697",89,97
"2698",92,NA
"2699",99,NA
"2700",99,NA
"2701",98,NA
"2702",6,11
"2703",102,NA
"2704",96,NA
"2705",60,75
"2706",99,NA
"2707",93,NA
"2708",92,NA
"2709",102,NA
"2710",92,NA
"2711",99,NA
"2712",98,NA
"2713",92,NA
"2714",11,23
"2715",99,NA
"2716",92,NA
"2717",95,NA
"2718",98,NA
"2719",99,NA
"2720",95,NA
"2721",96,NA
"2722",102,NA
"2723",98,NA
"2724",11,21
"2725",95,NA
"2726",12,19
"2727",99,NA
"2728",6,12
"2729",96,NA
"2730",89,95
"2731",97,NA
"2732",97,NA
"2733",98,NA
"2734",102,NA
"2735",95,NA
"2736",91,NA
"2737",19,32
"2738",97,NA
"2739",62,75
"2740",102,NA
"2741",99,NA
"2742",81,84
"2743",95,NA
"2744",92,NA
"2745",12,23
"2746",95,NA
"2747",96,NA
"2748",13,19
"2749",99,NA
"2750",92,NA
"2751",95,NA
"2752",92,NA
"2753",5,13
"2754",96,NA
"2755",99,NA
"2756",99,NA
"2757",95,NA
"2758",97,NA
"2759",83,89
"2760",99,NA
"2761",95,NA
"2762",41,53
"2763",96,NA
"2764",102,NA
"2765",95,NA
"2766",103,NA
"2767",96,NA
"2768",85,98
"2769",100,NA
"2770",97,NA
"2771",98,NA
"2772",96,NA
"2773",102,NA
"2774",NA,14
"2775",97,NA
"2776",39,46
"2777",98,NA
"2778",96,NA
"2779",97,NA
"2780",95,NA
"2781",95,NA
"2782",85,NA
"2783",95,NA
"2784",86,NA
"2785",95,NA
"2786",98,NA
"2787",97,NA
"2788",99,NA
"2789",68,78
"2790",102,NA
"2791",98,NA
"2792",102,NA
"2793",92,NA
"2794",97,NA
"2795",98,NA
"2796",98,NA
"2797",97,NA
"2798",98,NA
"2799",96,NA
"2800",13,28
"2801",12,18
"2802",97,NA
"2803",99,NA
"2804",95,NA
"2805",97,NA
"2806",102,NA
"2807",95,NA
"2808",9,18
"2809",102,NA
"2810",92,NA
"2811",95,NA
"2812",7,11
"2813",97,NA
"2814",92,NA
"2815",97,NA
"2816",97,NA
"2817",40,41
"2818",95,NA
"2819",97,NA
"2820",99,NA
"2821",92,NA
"2822",3,13
"2823",96,NA
"2824",103,NA
"2825",103,NA
"2826",103,NA
"2827",102,NA
"2828",19,32
"2829",99,NA
"2830",100,NA
"2831",84,99
"2832",102,NA
"2833",NA,3
"2834",77,91
"2835",7,13
"2836",96,NA
"2837",95,NA
"2838",96,NA
"2839",98,NA
"2840",98,NA
"2841",89,NA
"2842",96,NA
"2843",92,NA
"2844",98,NA
"2845",92,NA
"2846",96,NA
"2847",97,NA
"2848",92,NA
"2849",97,NA
"2850",68,78
"2851",95,NA
"2852",97,NA
"2853",95,NA
"2854",26,35
"2855",95,NA
"2856",95,NA
"2857",10,13
"2858",92,NA
"2859",98,NA
"2860",92,NA
"2861",98,NA
"2862",102,NA
"2863",99,NA
"2864",95,NA
"2865",95,NA
"2866",98,NA
"2867",102,NA
"2868",102,NA
"2869",102,NA
"2870",97,NA
"2871",11,26
"2872",92,NA
"2873",97,NA
"2874",20,27
"2875",99,NA
"2876",99,NA
"2877",102,NA
"2878",74,88
"2879",95,NA
"2880",104,NA
"2881",99,NA
"2882",92,NA
"2883",3,27
"2884",53,63
"2885",96,NA
"2886",102,NA
"2887",99,NA
"2888",92,NA
"2889",60,69
"2890",95,NA
"2891",33,43
"2892",96,NA
"2893",96,NA
"2894",93,NA
"2895",71,82
"2896",98,NA
"2897",97,NA
"2898",61,70
"2899",14,18
"2900",11,18
"2901",92,NA
"2902",92,NA
"2903",4,13
"2904",92,NA
"2905",97,NA
"2906",95,NA
"2907",95,NA
"2908",92,NA
"2909",95,NA
"2910",103,NA
"2911",84,93
"2912",19,26
"2913",103,NA
"2914",95,NA
"2915",99,NA
"2916",93,NA
"2917",96,NA
"2918",95,NA
"2919",95,NA
"2920",102,NA
"2921",98,NA
"2922",11,18
"2923",96,NA
"2924",98,NA
"2925",98,NA
"2926",93,NA
"2927",97,NA
"2928",95,NA
"2929",96,NA
"2930",92,NA
"2931",100,NA
"2932",95,NA
"2933",97,NA
"2934",33,48
"2935",97,NA
"2936",97,NA
"2937",96,NA
"2938",99,NA
"2939",96,NA
"2940",82,91
"2941",99,NA
"2942",97,NA
"2943",96,NA
"2944",97,NA
"2945",88,98
"2946",7,19
"2947",98,NA
"2948",92,NA
"2949",99,NA
"2950",95,NA
"2951",92,NA
"2952",96,NA
"2953",99,NA
"2954",95,NA
"2955",99,NA
"2956",96,NA
"2957",99,NA
"2958",63,74
"2959",102,NA
"2960",103,NA
"2961",98,NA
"2962",99,NA
"2963",98,NA
"2964",92,NA
"2965",99,NA
"2966",12,18
"2967",92,NA
"2968",103,NA
"2969",20,27
"2970",98,NA
"2971",96,NA
"2972",92,NA
"2973",97,NA
"2974",84,92
"2975",95,NA
"2976",95,NA
"2977",98,NA
"2978",98,NA
"2979",95,NA
"2980",97,NA
"2981",102,NA
"2982",95,NA
"2983",96,NA
"2984",78,85
"2985",96,NA
"2986",96,NA
"2987",97,NA
"2988",92,NA
"2989",99,NA
"2990",95,NA
"2991",99,NA
"2992",99,NA
"2993",93,NA
"2994",95,NA
"2995",92,NA
"2996",NA,8
"2997",92,NA
"2998",99,NA
"2999",18,27
"3000",95,NA
"3001",99,NA
"3002",98,NA
"3003",97,NA
"3004",97,NA
"3005",97,NA
"3006",98,NA
"3007",95,NA
"3008",97,NA
"3009",102,NA
"3010",54,60
"3011",92,NA
"3012",97,NA
"3013",103,NA
"3014",9,14
"3015",97,NA
"3016",98,NA
"3017",77,NA
"3018",NA,4
"3019",103,NA
"3020",103,NA
"3021",12,21
"3022",96,NA
"3023",10,19
"3024",96,NA
"3025",96,NA
"3026",100,NA
"3027",95,NA
"3028",95,NA
"3029",96,NA
"3030",96,NA
"3031",92,NA
"3032",97,NA
"3033",98,NA
"3034",97,NA
"3035",95,NA
"3036",92,NA
"3037",8,14
"3038",97,NA
"3039",97,NA
"3040",102,NA
"3041",97,NA
"3042",95,NA
"3043",78,89
"3044",93,NA
"3045",98,NA
"3046",95,NA
"3047",99,NA
"3048",103,NA
"3049",98,NA
"3050",96,NA
"3051",NA,2
"3052",95,NA
"3053",96,NA
"3054",95,NA
"3055",97,NA
"3056",96,NA
"3057",92,NA
"3058",99,NA
"3059",103,NA
"3060",92,NA
"3061",102,NA
"3062",95,NA
"3063",96,NA
"3064",99,NA
"3065",100,NA
"3066",NA,3
"3067",98,NA
"3068",97,NA
"3069",98,NA
"3070",92,NA
"3071",92,NA
"3072",98,NA
"3073",99,NA
"3074",21,27
"3075",92,NA
"3076",96,NA
"3077",18,32
"3078",99,NA
"3079",99,NA
"3080",92,NA
"3081",95,NA
"3082",92,NA
"3083",97,NA
"3084",98,NA
"3085",96,NA
"3086",102,NA
"3087",92,NA
"3088",92,NA
"3089",95,NA
"3090",88,NA
"3091",97,NA
"3092",97,NA
"3093",92,NA
"3094",95,NA
"3095",95,NA
"3096",95,NA
"3097",97,NA
"3098",99,NA
"3099",42,55
"3100",92,NA
"3101",96,NA
"3102",62,68
"3103",103,NA
"3104",99,NA
"3105",97,NA
"3106",95,NA
"3107",97,NA
"3108",92,NA
"3109",102,NA
"3110",97,NA
"3111",96,NA
"3112",97,NA
"3113",76,91
"3114",49,74
"3115",95,NA
"3116",41,56
"3117",93,NA
"3118",95,NA
"3119",97,NA
"3120",95,NA
"3121",95,NA
"3122",96,NA
"3123",96,NA
"3124",11,18
"3125",92,NA
"3126",95,NA
"3127",99,NA
"3128",103,NA
"3129",13,21
"3130",99,NA
"3131",92,NA
"3132",102,NA
"3133",98,NA
"3134",99,NA
"3135",95,NA
"3136",102,NA
"3137",96,NA
"3138",102,NA
"3139",92,NA
"3140",77,91
"3141",99,NA
"3142",13,22
"3143",92,NA
"3144",92,NA
"3145",92,NA
"3146",103,NA
"3147",95,NA
"3148",78,92
"3149",96,NA
"3150",92,NA
"3151",99,NA
"3152",99,NA
"3153",95,NA
"3154",103,NA
"3155",14,18
"3156",96,NA
"3157",97,NA
"3158",5,21
"3159",99,NA
"3160",102,NA
"3161",92,NA
"3162",103,NA
"3163",92,NA
"3164",96,NA
"3165",98,NA
"3166",92,NA
"3167",98,NA
"3168",96,NA
"3169",102,NA
"3170",102,NA
"3171",97,NA
"3172",99,NA
"3173",100,NA
"3174",11,20
"3175",99,NA
"3176",75,83
"3177",95,NA
"3178",93,NA
"3179",92,NA
"3180",102,NA
"3181",103,NA
"3182",103,NA
"3183",95,NA
"3184",64,70
"3185",95,NA
"3186",49,63
"3187",92,NA
"3188",97,NA
"3189",4,12
"3190",97,NA
"3191",102,NA
"3192",92,NA
"3193",95,NA
"3194",92,NA
"3195",98,NA
"3196",96,NA
"3197",3,12
"3198",97,NA
"3199",98,NA
"3200",98,NA
"3201",96,NA
"3202",95,NA
"3203",96,NA
"3204",55,60
"3205",84,NA
"3206",102,NA
"3207",81,99
"3208",NA,1
"3209",95,NA
"3210",89,93
"3211",100,NA
"3212",96,NA
"3213",33,48
"3214",96,NA
"3215",20,32
"3216",92,NA
"3217",103,NA
"3218",97,NA
"3219",96,NA
"3220",95,NA
"3221",97,NA
"3222",92,NA
"3223",103,NA
"3224",98,NA
"3225",89,NA
"3226",96,NA
"3227",95,NA
"3228",98,NA
"3229",99,NA
"3230",99,NA
"3231",95,NA
"3232",93,NA
"3233",100,NA
"3234",99,NA
"3235",97,NA
"3236",96,NA
"3237",97,NA
"3238",95,NA
"3239",96,NA
"3240",103,NA
"3241",82,88
"3242",97,NA
"3243",103,NA
"3244",2,12
"3245",96,NA
"3246",102,NA
"3247",96,NA
"3248",97,NA
"3249",42,55
"3250",96,NA
"3251",97,NA
"3252",96,NA
"3253",102,NA
"3254",95,NA
"3255",96,NA
"3256",97,NA
"3257",88,99
"3258",97,NA
"3259",97,NA
"3260",5,11
"3261",99,NA
"3262",102,NA
"3263",95,NA
"3264",18,27
"3265",97,NA
"3266",92,NA
"3267",100,NA
"3268",92,NA
"3269",98,NA
"3270",102,NA
"3271",97,NA
